NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190003053515;2019;1400100;Boa Vista;14;RR;20;Maculino;Solteiro(a);Parda;Brasileiro(a);1400100;Boa Vista;14;RR;Já concluí o Ensino Médio;2017;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Azul;Azul;Amarela;436,6;435,3;434,7;533,3;ADCAEBAECDABBDCDBADBABCEDBCECEDCADBCDEADDCBDC;EECADBACDAECABAECDAABABEDBAACCCAEBDACBDADECCB;CDBAE99999ACEBCEADEEECABCDEACBEDAECDEBACDABEDBACAE;CBECEDABDDBCBCCBADCEEADBDABECCDCAEBDECACBEABD;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;120;140;100;120;120;600;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 2 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);4;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, dois;Não;Sim, um;Sim, um;Não;Sim, um;Não;Não;Não;Não;Sim, um;Não;Não;Sim, dois;Não;Sim, um;Sim
190002001267;2019;1400100;Boa Vista;14;RR;19;Maculino;Solteiro(a);Parda;Brasileiro(a);3106200;Belo Horizonte;31;MG;Já concluí o Ensino Médio;2017;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Branca;Branca;Amarela;548,8;578,7;555,9;653,9;CBBDBDEBEBBEEABBAEEEEABCDBEDCBABCCBCBCBBACEEC;DCBCEEABABDBADBBEDBCBBAEAABACCAAAACEBEDACAADD;DCBAB99999BACBCDEDEBDAADEDAEDEDBDBBCDCCAADCCEAEECC;DDBEDEAAEDBBADCBDDBACECDDCCDBCBAEBDEDEBBAEAAC;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;140;160;120;140;120;680;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);5;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Sim, um;Não;Sim;Sim, quatro ou mais;Sim;Sim, um;Sim
190004312272;2019;1400100;Boa Vista;14;RR;33;Maculino;Solteiro(a);Parda;Brasileiro(a);1302603;Manaus;13;AM;Já concluí o Ensino Médio;2007;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Azul;Azul;Amarela;460,6;533,8;552,7;414,1;CAEACEBADABACDABEACDBDCEDBDBCAEBDCBAEDAABCCBA;BACCABCEBBEEBCAAEDDADBCEBEBCBEEEDAAEABBCEABCB;BDABD99999CCCEBEAADEDBEECDAEEEBCBCBDEBDAADBEECCCDE;EDBECAABCAECDBCDBAEACDADDEBADBDBCDABDADECDBAC;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;100;120;80;80;60;440;Não completou a 4ª série/5º ano do ensino fundamental;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 1 (Verificar a definição no dicionário de dados);Grupo 1 (Verificar a definição no dicionário de dados);4;Até R$ 998,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Sim;Não;Sim, dois;Não;Não;Não
190002011753;2019;1400100;Boa Vista;14;RR;21;Feminino;Solteiro(a);Branca;Brasileiro(a);1400100;Boa Vista;14;RR;Já concluí o Ensino Médio;2016;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Branca;Branca;Azul;689,6;680,0;602,4;745,8;EAECCCDEADCDCDDBBCBCADAEEDCAACBBEBBCEEDEAAADC;ACECEABCABABADBBBACDBBAECECABCECAACBAEDBBAADB;EBBAD99999BECECAEDEADAADBEBEDECDEBAEBCEEACCECCAECE;EEEADCEAABCBCDBACECDAABDBADEAEDCEABBBCDCBBBAA;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;180;180;160;160;160;840;Completou a Faculdade, mas não completou a Pós-graduação;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 5 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);4;De R$ 6.986,01 até R$ 7.984,00;Não;Sim, quatro ou mais;Sim, três;Sim, três;Sim, um;Sim, um;Sim, um;Sim, um;Sim, um;Sim, um;Não;Sim;Sim, quatro ou mais;Sim;Sim;Sim, quatro ou mais;Sim;Sim, dois;Sim
190001036026;2019;1400100;Boa Vista;14;RR;23;Feminino;Solteiro(a);Branca;Brasileiro(a);2113009;Vitorino Freire;21;MA;Já concluí o Ensino Médio;2014;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Azul;Azul;Amarela;552,2;577,6;573,8;406,0;BBCDACCCEBADEADABEADAABEBBBBACCCCDCBDBDDAEBCB;BABCABACCBACECECEDCCDECCEDBCEADACAEABBBEEACDB;BEABD99999BCBABDADEBDAAECBAEDCDCECCBEBAAADDAECECCE;BACCEBBBAEBCABDECBDECACADBCDEACCDBCCBCEBACBDA;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;120;160;160;160;80;680;Completou o Ensino Médio, mas não completou a Faculdade;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);3;De R$ 998,01 até R$ 1.497,00;Não;Sim, um;Sim, três;Não;Não;Sim, um;Não;Não;Não;Não;Não;Não;Sim, um;Não;Não;Sim, três;Não;Sim, dois;Sim
190003979678;2019;1400100;Boa Vista;14;RR;17;Feminino;Solteiro(a);Parda;Brasileiro(a);1400100;Boa Vista;14;RR;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Privada;Ensino Regular;Não;14000814;1400100;Boa Vista;14;RR;Privada;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Branca;Branca;Cinza;612,2;620,3;606,0;640,5;ADBCCECDBCAABACDBEDBCACDDDCDEBBBABDCDADEADAAE;CCACEABCABAEADBDECCDAECBCCAAACEBEDCBEEDBADEDD;EBBAD99999BDCDCDEAEBDAADDEDDDECBDBADBCDAACCBECEECE;DCECADACCDBECBEEBDCCCAECEBCEDDEDAABDCADEDBBAB;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;160;180;160;160;140;800;Completou a Faculdade, mas não completou a Pós-graduação;Completou a Pós-graduação;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);2;De R$ 3.992,01 até R$ 4.990,00;Sim, um ou dois dias por semana;Sim, um;Sim, dois;Sim, um;Não;Sim, um;Sim, um;Sim, um;Não;Não;Não;Não;Sim, um;Sim;Sim;Sim, dois;Sim;Sim, três;Sim
190004089572;2019;1400100;Boa Vista;14;RR;19;Maculino;Solteiro(a);Branca;Brasileiro(a);1400100;Boa Vista;14;RR;Já concluí o Ensino Médio;2017;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Cinza;Branca;Branca;Cinza;598,6;580,2;562,4;502,4;DAADBDDCBCACAAEDEEDCDACDDBDCCBBEAEDAEBDEADCEE;BACCEAECABABCDBCBACDBBEBCDBABCDABDCAEBABCEDCC;ECBDE99999CDCDCBEDEBDCADDAEBDECEDBEDBCCDADCBACEEBE;DABDEBBEADCADDADAEBDDAEBEBDECCDDCBDCAABDCDBDB;Inglês;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;Sem problemas;140;200;160;160;160;820;Não completou a 4ª série/5º ano do ensino fundamental;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Grupo 3 (Verificar a definição no dicionário de dados);Grupo 2 (Verificar a definição no dicionário de dados);6;De R$ 4.990,01 até R$ 5.988,00;Não;Sim, um;Sim, três;Sim, dois;Sim, um;Sim, dois;Não;Sim, um;Não;Sim, um;Não;Não;Sim, dois;Não;Sim;Sim, quatro ou mais;Não;Sim, um;Sim
190001037429;2019;1400100;Boa Vista;14;RR;18;Maculino;Solteiro(a);Amarela;Brasileiro(a);1400100;Boa Vista;14;RR;Já concluí o Ensino Médio;2018;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Amarela;Amarela;Rosa;669,1;626,2;595,5;684,3;DEADBADEEAEBCEDCBBBACACDDEABCEBDDDADCCCECCCBE;ABABACEBCEEEACBBCDACEDBBCADBBACDEEAECEDABACEC;BBEDA99999CDAAACBBCECDECEECBBCEDECDADDBBECDDCAAECE;AAEDDBEEDBEDDBABAECBCDDCDEAADEDBDCDCCBCEDAECD;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;120;120;120;120;140;620;Completou a Faculdade, mas não completou a Pós-graduação;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 5 (Verificar a definição no dicionário de dados);Grupo 5 (Verificar a definição no dicionário de dados);4;De R$ 9.980,01 até R$ 11.976,00;Sim, pelo menos cinco dias por semana;Sim, três;Sim, três;Sim, dois;Não;Sim, dois;Sim, dois;Sim, um;Não;Sim, um;Não;Não;Sim, três;Não;Sim;Sim, quatro ou mais;Não;Sim, um;Sim
190005110811;2019;1400100;Boa Vista;14;RR;23;Maculino;Solteiro(a);Parda;Brasileiro(a);1302603;Manaus;13;AM;Já concluí o Ensino Médio;2013;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Rosa;Rosa;Amarela;567,7;584,5;558,3;583,4;CBCACEBBEECEEBDCBECDAAEBDBCBDDCECCDCBBADBABEA;EECCAEDBCDBEABAAAAABCCEACEBBAAAEAACDABDCAADCA;ADBBE99999ABCCBACACEBADCCAAAECBEDCBDBCBECABEADBCBA;EAAAABADDCBBCDCCCBEAAECCADCAECDCBBDAACDEBBACC;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;140;120;120;120;20;520;Completou o Ensino Médio, mas não completou a Faculdade;Completou o Ensino Médio, mas não completou a Faculdade;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);6;De R$ 1.996,01 até R$ 2.495,00;Não;Sim, um;Sim, dois;Sim, um;Não;Sim, um;Não;Sim, um;Sim, um;Sim, um;Não;Não;Sim, dois;Não;Não;Sim, quatro ou mais;Não;Sim, um;Não
190002018615;2019;1400100;Boa Vista;14;RR;17;Maculino;Solteiro(a);Branca;Brasileiro(a);1400100;Boa Vista;14;RR;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;14006227;1400100;Boa Vista;14;RR;Estadual;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Rosa;Azul;Azul;Rosa;405,0;397,9;442,7;571,0;DDAEBBAEADCACEDDBEEBBACCDDBDCDBBDBDACACCDEBDD;DDDAABAAAACECEADBBACBEBABCCBDCCABBBACEBAEBAAD;BBADE99999EDBBABDBBEAACBAACAEDCCADAAABACAEABBDCCAB;ABCBACAACAADDACADDBCCDEAAECBEBBEEEACDCABCACBA;Inglês;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;Sem problemas;120;120;120;140;120;620;Completou a Faculdade, mas não completou a Pós-graduação;Completou a Faculdade, mas não completou a Pós-graduação;Grupo 4 (Verificar a definição no dicionário de dados);Grupo 4 (Verificar a definição no dicionário de dados);5;De R$ 1.996,01 até R$ 2.495,00;Não;Sim, um;Sim, três;Sim, um;Não;Sim, um;Não;Sim, um;Não;Sim, um;Não;Não;Sim, um;Não;Não;Sim, três;Não;Sim, um;Sim
190004344630;2019;1400100;Boa Vista;14;RR;17;Feminino;Solteiro(a);Parda;Brasileiro(a);1400100;Boa Vista;14;RR;Estou cursando e concluirei o Ensino Médio em 2019;Não informado;Pública;Ensino Regular;Não;14006871;1400100;Boa Vista;14;RR;Estadual;Urbana;Em atividade;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Branca;Branca;Azul;435,9;514,3;552,2;594,5;CDCDDDEDCDEECBECBDCCECACABBEEDCBDCBBAAAEBDDAB;CCADEEDAAEABDDEEACBCBBEECDCABEADBBBBAEDDCDECD;EDBCD99999CECCCAEBBBDAADEEECAEBCDBEBBCCAADCECCEBCE;ECBAEECCABCBBDEBEEDEACEABADEDABDECBEECEAACCAA;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;120;160;120;120;100;620;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Completou a Pós-graduação;Não Sei;Grupo 4 (Verificar a definição no dicionário de dados);4;De R$ 2.495,01 até R$ 2.994,00;Sim, um ou dois dias por semana;Sim, quatro ou mais;Sim, quatro ou mais;Sim, três;Não;Sim, três;Sim, um;Sim, um;Não;Sim, um;Não;Não;Sim, três;Sim;Sim;Sim, três;Sim;Sim, dois;Sim
190002001228;2019;1400100;Boa Vista;14;RR;23;Feminino;Solteiro(a);Parda;Brasileiro(a);1400100;Boa Vista;14;RR;Já concluí o Ensino Médio;2014;Não respondeu;Ensino Regular;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Amarela;Azul;Azul;Amarela;488,3;594,2;580,5;422,3;BDACAEEEEDCEDCBBCEADEADDDBDBBCBEACDDCAEBCCCEC;BEEBABACABDCBCEAEBCDCECCBEBEBAADEDCCADBEEAEDB;BDABC99999CCBEADDCEEDAAECABBEBDCCCCBEBAACDABBBDCEE;CACBCACBAADCBECCADEECEBEDDEEBACBBCBBCDADEEDAB;Inglês;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;Sem problemas;120;180;140;100;100;640;Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do ensino fundamental;Não completou a 4ª série/5º ano do ensino fundamental;Não Sei;Grupo 2 (Verificar a definição no dicionário de dados);3;Até R$ 998,00;Não;Sim, um;Sim, dois;Não;Não;Sim, um;Não;Sim, um;Não;Não;Não;Não;Sim, um;Não;Não;Sim, dois;Não;Não;Sim
190005419583;2019;1400100;Boa Vista;14;RR;21;Feminino;Solteiro(a);Branca;Brasileiro(a) Naturalizado(a);NA;NA;NA;NA;Já concluí o Ensino Médio;Não informado;Não respondeu;NA;Não;NA;NA;NA;NA;NA;NA;NA;NA;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1400100;Boa Vista;14;RR;Presente na prova;Presente na prova;Presente na prova;Presente na prova;Azul;Branca;Branca;Azul;363,4;399,2;542,9;415,5;DEDDCBACEEECCEEBEDBEDEDEDCBDBDEDCDDAAEBECCDAB;AECDDDBEAAAEACBEBEACBDCDDCEBECCEBEDDABCEDCEAC;ABBAE99999BACCBDECEBDAADDAEADECBAEDDEBEAAEAEDBDECE;CDBEDADCDBCCCCCCCBDBCEACBDAEBEDDCCAACCBADBCDB;Inglês;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;Sem problemas;120;120;120;120;80;560;Completou o Ensino Médio, mas não completou a Faculdade;Completou a 8ª série/9º ano do ensino fundamental, mas não completou o Ensino Médio;Grupo 2 (Verificar a definição no dicionário de dados);Não Sei;3;De R$ 1.497,01 até R$ 1.996,00;Não;Sim, um;Sim, dois;Não;Sim, dois;Sim, um;Não;Sim, um;Sim, um;Sim, um;Não;Não;Sim, três;Não;Sim;Sim, três;Sim;Sim, três;Sim
